entity_en,nid,link,title,date
China,6400,https://qz.com/1787720/chinas-coronavirus-has-spread-to-more-cities/,China's mysterious coronavirus has spread to six cities in four ...,2020-01-19 00:00:00
US,6401,https://www.ft.com/content/0758f0dc-3ebc-11ea-a01a-bae547046735,US confirms second coronavirus case,2020-01-24 00:00:00
Thailand,6402,https://www.who.int/news-room/detail/13-01-2020-who-statement-on-novel-coronavirus-in-thailand,WHO statement on novel coronavirus in Thailand,2020-01-13 00:00:00
Thailand,6403,https://www.nytimes.com/2020/01/15/world/asia/coronavirus-japan-china.html,Japan and Thailand Confirm New Cases of Chinese ...,2020-01-16 00:00:00
Japan,6403,https://www.nytimes.com/2020/01/15/world/asia/coronavirus-japan-china.html,Japan and Thailand Confirm New Cases of Chinese ...,2020-01-16 00:00:00
Wuhan,6405,https://www.straitstimes.com/asia/east-asia/wuhan-flu-caused-by-new-coronavirus-more-about-the-pathogen-behind-the-outbreak,Wuhan flu caused by new coronavirus: More about the ...,2020-01-09 00:00:00
Wuhan,6406,https://www.nytimes.com/2020/01/25/world/asia/china-wuhan-coronavirus.html,Effects of Coronavirus Begin Echoing Far From Wuhan ...,2020-01-27 22:01:04
Coronavirus,6407,https://www.aljazeera.com/ajimpact/coronavirus-infects-wall-street-investors-uncertainty-200124213820431.html,Coronavirus infects Wall Street investors with uncertainty,2020-01-24 00:00:00
Wuhan,6409,https://globalnews.ca/news/6460361/bc-coronavirus-risk-cdc/,Risk of British Columbians contracting Wuhan coronavirus is ...,2020-01-24 00:00:00
British Columbians,6409,https://globalnews.ca/news/6460361/bc-coronavirus-risk-cdc/,Risk of British Columbians contracting Wuhan coronavirus is ...,2020-01-24 00:00:00
Shanghai Disney,6410,https://www.marketwatch.com/story/shanghai-disney-to-close-indefinitely-in-response-to-coronavirus-outbreak-2020-01-24,Shanghai Disney to close indefinitely in response to ...,2020-01-24 00:00:00
Australia,6412,https://www.sciencealert.com/australian-scientists-asked-to-make-coronavirus-vaccine-at-unprecedented-speed,Australia's Been Asked to Make a Coronavirus Vaccine at ...,2020-01-24 00:00:00
Vancouver,6413,https://www.vicnews.com/news/one-person-in-vancouver-being-monitored-for-coronavirus-feds-say/,One person in Vancouver being monitored for coronavirus ...,2020-01-23 00:00:00
Malaysia,6415,https://www.bloomberg.com/news/articles/2020-01-25/malaysia-reports-first-confirmed-cases-of-novel-coronavirus,Malaysia Reports First Confirmed Cases of Novel Coronavirus,2020-01-24 00:00:00
LAX,6416,https://thehill.com/changing-america/well-being/prevention-cures/479717-california-traveler-hospitalized-from-lax-with,California traveler hospitalized from LAX with suspected case ...,2020-01-24 00:00:00
California,6416,https://thehill.com/changing-america/well-being/prevention-cures/479717-california-traveler-hospitalized-from-lax-with,California traveler hospitalized from LAX with suspected case ...,2020-01-24 00:00:00
China,6417,https://www.bbc.co.uk/news/uk-scotland-51251565,China coronavirus: All five tested in Scotland given all-clear,2020-01-27 18:01:04
Scotland,6417,https://www.bbc.co.uk/news/uk-scotland-51251565,China coronavirus: All five tested in Scotland given all-clear,2020-01-27 18:01:04
Waco,6418,https://www.kwtx.com/content/news/Health-officials-investigating-possible-case-of-coronavirus-involving-Baylor-student-who-traveled-to-China-567273031.html,Baylor student in Waco tested for possible case of coronavirus,2020-01-24 00:00:00
First Thai,6419,https://www.bangkokpost.com/thailand/general/1841199/first-thai-infected-with-coronavirus,First Thai infected with coronavirus,2020-01-21 00:00:00
North Carolina,6420,https://www.wcnc.com/article/news/health/coronavirus-possible-north-carolina/275-d662eb60-804a-4f01-8369-4241123d2a7f,Possible case of coronavirus in North Carolina,2020-01-24 00:00:00
Hong Kong,6421,https://www.cnnphilippines.com/news/2020/1/22/Hong-Kong-coronavirus-family-Manila.html,Family of first coronavirus case in Hong Kong flew to Manila ...,2020-01-22 00:00:00
Manila,6421,https://www.cnnphilippines.com/news/2020/1/22/Hong-Kong-coronavirus-family-Manila.html,Family of first coronavirus case in Hong Kong flew to Manila ...,2020-01-22 00:00:00
Tennessee,6422,http://fox17.com/news/local/tennessee-tech-student-undergoing-testing-for-possible-infection-with-coronavirus,Tennessee Tech student tests negative for coronavirus infection,2020-01-24 00:00:00
Wuhan,6423,https://www.cnn.com/2020/01/23/health/us-wuhan-coronavirus-doctor-interview/index.html,A man diagnosed with Wuhan coronavirus near Seattle is ...,2020-01-23 00:00:00
Seattle,6423,https://www.cnn.com/2020/01/23/health/us-wuhan-coronavirus-doctor-interview/index.html,A man diagnosed with Wuhan coronavirus near Seattle is ...,2020-01-23 00:00:00
Coronavirus,6426,https://www.reuters.com/article/us-china-health-france/coronavirus-patients-arrived-in-france-without-symptoms-idUSKBN1ZO0NB,Coronavirus patients arrived in France without symptoms,2020-01-27 17:01:04
France,6426,https://www.reuters.com/article/us-china-health-france/coronavirus-patients-arrived-in-france-without-symptoms-idUSKBN1ZO0NB,Coronavirus patients arrived in France without symptoms,2020-01-27 17:01:04
China,6427,https://www.cnbc.com/2020/01/24/trump-thanks-chinas-xi-jinping-for-handling-of-coronavirus.html,Trump thanks China's Xi Jinping for handling of coronavirus,2020-01-24 00:00:00
Coronavirus,6428,https://www.reuters.com/article/us-china-health-usa-masks/coronavirus-worries-have-surgical-masks-flying-off-shelves-in-new-yorks-chinatown-idUSKBN1ZN2H4,Coronavirus worries have surgical masks flying off shelves in ...,2020-01-24 00:00:00
Wuhan,6429,https://www.businessinsider.com/how-long-to-make-vaccine-for-wuhan-china-coronavirus-timeline-2020-1,A vaccine for Wuhan coronavirus could take years to develop ...,2020-01-23 00:00:00
Canada,6430,https://globalnews.ca/news/6456196/coronavirus-canada-medical-officer/,Mass quarantines won't happen in Canada if coronavirus is ...,2020-01-24 00:00:00
China,6431,https://www.scmp.com/news/china/society/article/3047625/china-coronavirus-nepal-reports-first-case-infection-virus,China coronavirus: Nepal reports first case of infection as virus ...,2020-01-24 00:00:00
Nepal,6431,https://www.scmp.com/news/china/society/article/3047625/china-coronavirus-nepal-reports-first-case-infection-virus,China coronavirus: Nepal reports first case of infection as virus ...,2020-01-24 00:00:00
McDonald,6433,https://www.cnn.com/2020/01/24/business/mcdonalds-coronavirus-closures/index.html,McDonald's closes restaurants in five Chinese cities because ...,2020-01-24 00:00:00
Wuhan,6434,https://www.straitstimes.com/asia/south-asia/wuhan-virus-nepal-confirms-first-case-of-new-coronavirus,Wuhan virus: Nepal confirms first case of new coronavirus,2020-01-24 00:00:00
Thailand,6435,https://www.bangkokpost.com/thailand/general/1842939/fifth-coronavirus-case-in-thailand,Fifth coronavirus case in Thailand,2020-01-24 00:00:00
China,6436,https://www.nytimes.com/2020/01/23/health/coronavirus-surgical-masks.html,"Many in China Wear Them, but Do Masks Block Coronavirus?",2020-01-23 00:00:00
Wuhan,6437,https://www.espn.com/boxing/story/_/id/28549415/jose-ramirez-viktor-postol-bout-postponed-due-wuhan-coronavirus,"Jose Ramirez, Viktor Postol bout postponed due to Wuhan ...",2020-01-23 00:00:00
Viktor Postol,6437,https://www.espn.com/boxing/story/_/id/28549415/jose-ramirez-viktor-postol-bout-postponed-due-wuhan-coronavirus,"Jose Ramirez, Viktor Postol bout postponed due to Wuhan ...",2020-01-23 00:00:00
Jose Ramirez,6437,https://www.espn.com/boxing/story/_/id/28549415/jose-ramirez-viktor-postol-bout-postponed-due-wuhan-coronavirus,"Jose Ramirez, Viktor Postol bout postponed due to Wuhan ...",2020-01-23 00:00:00
Coronavirus,6438,https://www.cnet.com/news/coronavirus-leads-to-sales-spike-of-plague-inc-a-game-about-pandemics/,"Coronavirus leads to sales spike of Plague Inc., a game about ...",2020-01-24 00:00:00
Plague Inc.,6438,https://www.cnet.com/news/coronavirus-leads-to-sales-spike-of-plague-inc-a-game-about-pandemics/,"Coronavirus leads to sales spike of Plague Inc., a game about ...",2020-01-24 00:00:00
Hoffman,6440,https://wgntv.com/2020/01/24/1st-case-of-coronavirus-confirmed-in-chicago-cdc-says/,"Chicago-area coronavirus patient in good condition, Hoffman ...",2020-01-24 00:00:00
Chicago,6440,https://wgntv.com/2020/01/24/1st-case-of-coronavirus-confirmed-in-chicago-cdc-says/,"Chicago-area coronavirus patient in good condition, Hoffman ...",2020-01-24 00:00:00
Mexico,6442,https://www.bloomberg.com/news/articles/2020-01-22/mexican-authorities-are-investigating-possible-coronavius-case,Man in Mexico Now Ill After Visiting Coronavirus Ground Zero,2020-01-22 00:00:00
New York,6445,https://www.ny1.com/nyc/all-boroughs/news/2020/01/24/new-york-coronavirus-latest,Three Patients Under Observation in New York for Possibly ...,2020-01-24 00:00:00
Canada,6446,https://www.bnnbloomberg.ca/spread-of-coronavirus-would-test-canada-s-economic-resilience-1.1378778,Spread of coronavirus would test Canada's economic resilience,2020-01-23 00:00:00
Connecticut,6447,https://www.courant.com/breaking-news/hc-br-wesleyan-coronavirus--20200125-22bzjo5i5bfxfddwqlqspedize-story.html,Connecticut student at Wesleyan University being monitored ...,2020-01-27 23:01:04
Wesleyan University,6447,https://www.courant.com/breaking-news/hc-br-wesleyan-coronavirus--20200125-22bzjo5i5bfxfddwqlqspedize-story.html,Connecticut student at Wesleyan University being monitored ...,2020-01-27 23:01:04
Wuhan,6448,https://www.thejakartapost.com/news/2020/01/24/indonesia-cancels-all-wuhan-flights-in-wake-of-coronavirus-outbreak.html,Indonesia cancels all Wuhan flights in wake of coronavirus ...,2020-01-23 00:00:00
Indonesia,6448,https://www.thejakartapost.com/news/2020/01/24/indonesia-cancels-all-wuhan-flights-in-wake-of-coronavirus-outbreak.html,Indonesia cancels all Wuhan flights in wake of coronavirus ...,2020-01-23 00:00:00
EU,6449,https://www.euronews.com/2020/01/21/coronavirus-is-the-eu-prepared-for-an-outbreak,"Coronavirus: How is the EU preparing for an outbreak, and ...",2020-01-22 00:00:00
Beijing,6450,https://www.theguardian.com/science/2020/jan/26/china-bans-long-distance-buses-from-entering-three-cities-to-contain-coronavirus-spread,Coronavirus: China bans inter-city buses from Beijing as ...,2020-01-28 07:01:04
China,6450,https://www.theguardian.com/science/2020/jan/26/china-bans-long-distance-buses-from-entering-three-cities-to-contain-coronavirus-spread,Coronavirus: China bans inter-city buses from Beijing as ...,2020-01-28 07:01:04
Taobao,6453,https://www.bbc.com/news/business-51202519,Coronavirus: Taobao warns firms not to profit from outbreak,2020-01-23 00:00:00
Colorado,6454,https://www.cpr.org/2020/01/24/colorado-has-its-first-potential-case-of-the-wuhan-coronavirus-cdphe-says/,Colorado Has Its First Potential Case of The Wuhan Coronavirus,2020-01-24 00:00:00
Detroit,6455,https://www.fox2detroit.com/news/three-possible-coronavirus-cases-may-be-in-metro-detroit-area,Three possible coronavirus cases may be in metro Detroit area,2020-01-24 00:00:00
Wuhan,6456,https://www.businessinsider.com/wuhan-coronavirus-outbreak-business-hub-2020-1,"Wuhan, the center of the deadly coronavirus outbreak, is a ...",2020-01-27 20:01:04
Palawan,6457,http://cnnphilippines.com/regional/2020/1/25/palawan-novel-coronavirus-monitoring.html,2 patients under coronavirus watch at Palawan hospital,2020-01-24 00:00:00
coronavirus watch,6457,http://cnnphilippines.com/regional/2020/1/25/palawan-novel-coronavirus-monitoring.html,2 patients under coronavirus watch at Palawan hospital,2020-01-24 00:00:00
University of Wisconsin,6458,https://www.channel3000.com/university-of-wisconsin-monitoring-growing-concerns-for-coronavirus-no-confirmed-cases-on-campus/,University of Wisconsin monitoring growing concerns for ...,2020-01-24 00:00:00
Wuhan,6459,https://www.businessinsider.com/wuhan-hospital-staff-adult-diapers-while-treating-coronavirus-patients-2020-1,Hospital staff in Wuhan are wearing adult diapers because ...,2020-01-24 00:00:00
Coronavirus,6461,https://www.livemint.com/companies/news/coronavirus-outbreak-airasia-cancels-all-flights-to-and-from-wuhan-11579837279828.html,Coronavirus outbreak: AirAsia cancels all flights to and from ...,2020-01-23 00:00:00
China,6462,https://www.sciencedaily.com/releases/2020/01/200123170723.htm,Novel Coronavirus that recently emerged in China,2020-01-23 00:00:00
Coronavirus,6464,https://www.cnet.com/how-to/coronavirus-death-toll-spikes-china-locks-down-cities-everything-we-know/,"Coronavirus death toll spikes, China locks down cities ...",2020-01-21 00:00:00
China,6464,https://www.cnet.com/how-to/coronavirus-death-toll-spikes-china-locks-down-cities-everything-we-know/,"Coronavirus death toll spikes, China locks down cities ...",2020-01-21 00:00:00
UK,6465,https://www.theguardian.com/politics/2020/jan/26/priti-patel-uk-coronavirus-precautions-wuhan,Priti Patel: UK taking 'all the precautions' regarding coronavirus,2020-01-28 11:02:04
Priti Patel,6465,https://www.theguardian.com/politics/2020/jan/26/priti-patel-uk-coronavirus-precautions-wuhan,Priti Patel: UK taking 'all the precautions' regarding coronavirus,2020-01-28 11:02:04
US,6466,https://www.wsj.com/articles/u-s-hospitals-arent-ready-for-the-coronavirus-11579975968,US Hospitals Aren't Ready for the Coronavirus,2020-01-27 19:01:04
Wuhan,6467,https://www.thejakartapost.com/news/2020/01/24/tourists-from-wuhan-monitored-for-coronavirus-in-bintan-get-all-clear-return-home.html,Tourists from Wuhan monitored for coronavirus in Bintan get ...,2020-01-24 00:00:00
Bintan,6467,https://www.thejakartapost.com/news/2020/01/24/tourists-from-wuhan-monitored-for-coronavirus-in-bintan-get-all-clear-return-home.html,Tourists from Wuhan monitored for coronavirus in Bintan get ...,2020-01-24 00:00:00
Wuhan,6468,https://www.scmp.com/news/china/society/article/3047613/china-coronavirus-wuhan-residents-describe-doomsday-scenes,China coronavirus: Wuhan residents describe 'doomsday ...,2020-01-24 00:00:00
China,6468,https://www.scmp.com/news/china/society/article/3047613/china-coronavirus-wuhan-residents-describe-doomsday-scenes,China coronavirus: Wuhan residents describe 'doomsday ...,2020-01-24 00:00:00
France,6469,https://www.ecdc.europa.eu/en/news-events/novel-coronavirus-three-cases-reported-france,Novel coronavirus: three cases reported in France,2020-01-25 00:00:00
Hong Kong,6470,https://www.moodiedavittreport.com/coronavirus-update-hong-kong-declares-highest-state-of-emergency-death-toll-soars-first-cases-in-australia-and-malaysia/,Coronavirus Update: Hong Kong declares highest state of ...,2020-01-21 00:00:00
Impact on Business and Travel,6474,https://www.bloomberg.com/news/articles/2020-01-24/coronavirus-update-how-the-virus-is-affecting-global-business,Tracking the Virus Outbreak's Impact on Business and Travel,2020-01-24 00:00:00
the Virus Outbreak's,6474,https://www.bloomberg.com/news/articles/2020-01-24/coronavirus-update-how-the-virus-is-affecting-global-business,Tracking the Virus Outbreak's Impact on Business and Travel,2020-01-24 00:00:00
Belfast,6476,https://www.bbc.com/news/uk-northern-ireland-51247804,Coronavirus: Suspected Belfast patient tests negative for the ...,2020-01-24 00:00:00
Coronavirus Exposes Core Flaws,6477,https://www.nytimes.com/2020/01/25/world/asia/coronavirus-crisis-china-response.html,"Coronavirus Exposes Core Flaws, and Few Strengths, in ...",2020-01-27 21:01:04
Few Strengths,6477,https://www.nytimes.com/2020/01/25/world/asia/coronavirus-crisis-china-response.html,"Coronavirus Exposes Core Flaws, and Few Strengths, in ...",2020-01-27 21:01:04
Telford,6478,https://www.shropshirestar.com/news/local-hubs/telford/2020/01/25/chinese-new-year-event-in-telford-cancelled-over-coronavirus-concerns/,Chinese New Year event in Telford cancelled over ...,2020-01-25 00:00:00
Coronavirus,6479,http://theconversation.com/coronavirus-does-not-look-like-a-black-swan-event-here-are-some-reasons-to-be-cautiously-optimistic-130564,Coronavirus does not look like a 'black swan' event – here are ...,2020-01-25 00:00:00
UK,6481,https://news.sky.com/story/live-brexit-is-five-days-away-home-secretary-priti-patel-talks-to-sky-news-11918125,"No confirmed cases of coronavirus in the UK at present, Priti ...",2020-01-28 09:01:04
Priti,6481,https://news.sky.com/story/live-brexit-is-five-days-away-home-secretary-priti-patel-talks-to-sky-news-11918125,"No confirmed cases of coronavirus in the UK at present, Priti ...",2020-01-28 09:01:04
Wuhan,6484,https://www.bbc.co.uk/news/uk-wales-51249369,China coronavirus: Cardiff lecturer 'stranded' in Wuhan,2020-01-27 15:01:04
China,6484,https://www.bbc.co.uk/news/uk-wales-51249369,China coronavirus: Cardiff lecturer 'stranded' in Wuhan,2020-01-27 15:01:04
Cramer,6486,https://www.thestreet.com/jim-cramer/coronavirus-selloff-cramers-mad-money-recap-jan-24,Coronavirus Selloff?: Cramer's 'Mad Money' Recap (Friday 1 ...,2020-01-24 00:00:00
Coronavirus Selloff,6486,https://www.thestreet.com/jim-cramer/coronavirus-selloff-cramers-mad-money-recap-jan-24,Coronavirus Selloff?: Cramer's 'Mad Money' Recap (Friday 1 ...,2020-01-24 00:00:00
UK,6488,https://www.theguardian.com/science/2020/jan/24/i-felt-like-et-uk-man-surreal-coronavirus-quarantine,'I felt like ET': UK man describes surreal coronavirus quarantine,2020-01-24 00:00:00
Finland,6490,https://yle.fi/uutiset/osasto/news/two_possible_coronavirus_cases_in_northern_finland/11173752,Two possible coronavirus cases in northern Finland,2020-01-24 00:00:00
Xi,6491,https://www.nytimes.com/2020/01/25/world/asia/china-coronavirus.html,Coronavirus Spurs China to Suspend Tours Abroad and Xi to ...,2020-01-27 16:01:03
China,6491,https://www.nytimes.com/2020/01/25/world/asia/china-coronavirus.html,Coronavirus Spurs China to Suspend Tours Abroad and Xi to ...,2020-01-27 16:01:03
Tours Abroad,6491,https://www.nytimes.com/2020/01/25/world/asia/china-coronavirus.html,Coronavirus Spurs China to Suspend Tours Abroad and Xi to ...,2020-01-27 16:01:03
Social Media Posts Spread Bogus Coronavirus Conspiracy,6492,https://www.factcheck.org/2020/01/social-media-posts-spread-bogus-coronavirus-conspiracy-theory/,Social Media Posts Spread Bogus Coronavirus Conspiracy ...,2020-01-24 00:00:00
Coronavirus,6493,https://www.nytimes.com/article/what-is-coronavirus.html,"What Is the Coronavirus? Symptoms, Treatment and Risks",2020-01-23 00:00:00
Coronavirus,6494,https://www.cnn.com/2020/01/20/health/what-is-coronavirus-explained/index.html,Coronavirus explained: What you need to know,2020-01-20 00:00:00
US,6495,https://www.dailymail.co.uk/news/article-7928885/US-cities-high-alert-two-coronavirus-cases-confirmed-63-people-tested.html,US warns it can't evacuate ALL Americans from coronavirus ...,2020-01-28 06:01:03
Belfast,6496,https://www.bbc.com/news/uk-northern-ireland-51227183,Coronavirus: Man is treated for symptoms in Belfast,2020-01-23 00:00:00
Wuhan,6497,https://www.businessinsider.com/china-virus-everything-we-know-deadly-2019-ncov-wuhan-spread-2020-1,The Wuhan coronavirus has killed 56 people and infected ...,2020-01-21 00:00:00
Outbreak Climbs,6498,https://www.nytimes.com/2020/01/24/world/asia/china-coronavirus.html,Toll From Outbreak Climbs in China as Infections Reach ...,2020-01-23 00:00:00
China,6498,https://www.nytimes.com/2020/01/24/world/asia/china-coronavirus.html,Toll From Outbreak Climbs in China as Infections Reach ...,2020-01-23 00:00:00
Coronavirus,6499,https://newatlas.com/health-wellbeing/coronavirus-explained-what-do-we-know-so-far/,Coronavirus explained: What do we know so far?,2020-01-21 00:00:00
China,6500,https://qz.com/1787720/chinas-coronavirus-has-spread-to-more-cities/,China's mysterious coronavirus has spread to six cities in four ...,2020-01-19 00:00:00
US,6501,https://www.ft.com/content/0758f0dc-3ebc-11ea-a01a-bae547046735,US confirms second coronavirus case,2020-01-24 00:00:00
Thailand,6502,https://www.who.int/news-room/detail/13-01-2020-who-statement-on-novel-coronavirus-in-thailand,WHO statement on novel coronavirus in Thailand,2020-01-13 00:00:00
Thailand,6503,https://www.nytimes.com/2020/01/15/world/asia/coronavirus-japan-china.html,Japan and Thailand Confirm New Cases of Chinese ...,2020-01-16 00:00:00
Japan,6503,https://www.nytimes.com/2020/01/15/world/asia/coronavirus-japan-china.html,Japan and Thailand Confirm New Cases of Chinese ...,2020-01-16 00:00:00
Wuhan,6505,https://www.straitstimes.com/asia/east-asia/wuhan-flu-caused-by-new-coronavirus-more-about-the-pathogen-behind-the-outbreak,Wuhan flu caused by new coronavirus: More about the ...,2020-01-09 00:00:00
Wuhan,6506,https://www.nytimes.com/2020/01/25/world/asia/china-wuhan-coronavirus.html,Effects of Coronavirus Begin Echoing Far From Wuhan ...,2020-01-27 23:01:03
Coronavirus,6507,https://www.aljazeera.com/ajimpact/coronavirus-infects-wall-street-investors-uncertainty-200124213820431.html,Coronavirus infects Wall Street investors with uncertainty,2020-01-24 00:00:00
Wuhan,6509,https://globalnews.ca/news/6460361/bc-coronavirus-risk-cdc/,Risk of British Columbians contracting Wuhan coronavirus is ...,2020-01-24 00:00:00
British Columbians,6509,https://globalnews.ca/news/6460361/bc-coronavirus-risk-cdc/,Risk of British Columbians contracting Wuhan coronavirus is ...,2020-01-24 00:00:00
Shanghai Disney,6510,https://www.marketwatch.com/story/shanghai-disney-to-close-indefinitely-in-response-to-coronavirus-outbreak-2020-01-24,Shanghai Disney to close indefinitely in response to ...,2020-01-24 00:00:00
Australia,6512,https://www.sciencealert.com/australian-scientists-asked-to-make-coronavirus-vaccine-at-unprecedented-speed,Australia's Been Asked to Make a Coronavirus Vaccine at ...,2020-01-24 00:00:00
Vancouver,6513,https://www.vicnews.com/news/one-person-in-vancouver-being-monitored-for-coronavirus-feds-say/,One person in Vancouver being monitored for coronavirus ...,2020-01-23 00:00:00
Malaysia,6515,https://www.bloomberg.com/news/articles/2020-01-25/malaysia-reports-first-confirmed-cases-of-novel-coronavirus,Malaysia Reports First Confirmed Cases of Novel Coronavirus,2020-01-24 00:00:00
LAX,6516,https://thehill.com/changing-america/well-being/prevention-cures/479717-california-traveler-hospitalized-from-lax-with,California traveler hospitalized from LAX with suspected case ...,2020-01-24 00:00:00
California,6516,https://thehill.com/changing-america/well-being/prevention-cures/479717-california-traveler-hospitalized-from-lax-with,California traveler hospitalized from LAX with suspected case ...,2020-01-24 00:00:00
China,6517,https://www.bbc.co.uk/news/uk-scotland-51251565,China coronavirus: All five tested in Scotland given all-clear,2020-01-27 19:01:03
Scotland,6517,https://www.bbc.co.uk/news/uk-scotland-51251565,China coronavirus: All five tested in Scotland given all-clear,2020-01-27 19:01:03
Waco,6518,https://www.kwtx.com/content/news/Health-officials-investigating-possible-case-of-coronavirus-involving-Baylor-student-who-traveled-to-China-567273031.html,Baylor student in Waco tested for possible case of coronavirus,2020-01-24 00:00:00
First Thai,6519,https://www.bangkokpost.com/thailand/general/1841199/first-thai-infected-with-coronavirus,First Thai infected with coronavirus,2020-01-21 00:00:00
North Carolina,6520,https://www.wcnc.com/article/news/health/coronavirus-possible-north-carolina/275-d662eb60-804a-4f01-8369-4241123d2a7f,Possible case of coronavirus in North Carolina,2020-01-24 00:00:00
Hong Kong,6521,https://www.cnnphilippines.com/news/2020/1/22/Hong-Kong-coronavirus-family-Manila.html,Family of first coronavirus case in Hong Kong flew to Manila ...,2020-01-22 00:00:00
Manila,6521,https://www.cnnphilippines.com/news/2020/1/22/Hong-Kong-coronavirus-family-Manila.html,Family of first coronavirus case in Hong Kong flew to Manila ...,2020-01-22 00:00:00
Tennessee,6522,http://fox17.com/news/local/tennessee-tech-student-undergoing-testing-for-possible-infection-with-coronavirus,Tennessee Tech student tests negative for coronavirus infection,2020-01-24 00:00:00
Wuhan,6523,https://www.cnn.com/2020/01/23/health/us-wuhan-coronavirus-doctor-interview/index.html,A man diagnosed with Wuhan coronavirus near Seattle is ...,2020-01-23 00:00:00
Seattle,6523,https://www.cnn.com/2020/01/23/health/us-wuhan-coronavirus-doctor-interview/index.html,A man diagnosed with Wuhan coronavirus near Seattle is ...,2020-01-23 00:00:00
Coronavirus,6526,https://www.reuters.com/article/us-china-health-france/coronavirus-patients-arrived-in-france-without-symptoms-idUSKBN1ZO0NB,Coronavirus patients arrived in France without symptoms,2020-01-27 18:01:03
France,6526,https://www.reuters.com/article/us-china-health-france/coronavirus-patients-arrived-in-france-without-symptoms-idUSKBN1ZO0NB,Coronavirus patients arrived in France without symptoms,2020-01-27 18:01:03
China,6527,https://www.cnbc.com/2020/01/24/trump-thanks-chinas-xi-jinping-for-handling-of-coronavirus.html,Trump thanks China's Xi Jinping for handling of coronavirus,2020-01-24 00:00:00
Coronavirus,6528,https://www.reuters.com/article/us-china-health-usa-masks/coronavirus-worries-have-surgical-masks-flying-off-shelves-in-new-yorks-chinatown-idUSKBN1ZN2H4,Coronavirus worries have surgical masks flying off shelves in ...,2020-01-24 00:00:00
Wuhan,6529,https://www.businessinsider.com/how-long-to-make-vaccine-for-wuhan-china-coronavirus-timeline-2020-1,A vaccine for Wuhan coronavirus could take years to develop ...,2020-01-23 00:00:00
Canada,6530,https://globalnews.ca/news/6456196/coronavirus-canada-medical-officer/,Mass quarantines won't happen in Canada if coronavirus is ...,2020-01-24 00:00:00
China,6531,https://www.scmp.com/news/china/society/article/3047625/china-coronavirus-nepal-reports-first-case-infection-virus,China coronavirus: Nepal reports first case of infection as virus ...,2020-01-24 00:00:00
Nepal,6531,https://www.scmp.com/news/china/society/article/3047625/china-coronavirus-nepal-reports-first-case-infection-virus,China coronavirus: Nepal reports first case of infection as virus ...,2020-01-24 00:00:00
McDonald,6533,https://www.cnn.com/2020/01/24/business/mcdonalds-coronavirus-closures/index.html,McDonald's closes restaurants in five Chinese cities because ...,2020-01-24 00:00:00
Wuhan,6534,https://www.straitstimes.com/asia/south-asia/wuhan-virus-nepal-confirms-first-case-of-new-coronavirus,Wuhan virus: Nepal confirms first case of new coronavirus,2020-01-24 00:00:00
Thailand,6535,https://www.bangkokpost.com/thailand/general/1842939/fifth-coronavirus-case-in-thailand,Fifth coronavirus case in Thailand,2020-01-24 00:00:00
China,6536,https://www.nytimes.com/2020/01/23/health/coronavirus-surgical-masks.html,"Many in China Wear Them, but Do Masks Block Coronavirus?",2020-01-23 00:00:00
Wuhan,6537,https://www.espn.com/boxing/story/_/id/28549415/jose-ramirez-viktor-postol-bout-postponed-due-wuhan-coronavirus,"Jose Ramirez, Viktor Postol bout postponed due to Wuhan ...",2020-01-23 00:00:00
Viktor Postol,6537,https://www.espn.com/boxing/story/_/id/28549415/jose-ramirez-viktor-postol-bout-postponed-due-wuhan-coronavirus,"Jose Ramirez, Viktor Postol bout postponed due to Wuhan ...",2020-01-23 00:00:00
Jose Ramirez,6537,https://www.espn.com/boxing/story/_/id/28549415/jose-ramirez-viktor-postol-bout-postponed-due-wuhan-coronavirus,"Jose Ramirez, Viktor Postol bout postponed due to Wuhan ...",2020-01-23 00:00:00
Coronavirus,6538,https://www.cnet.com/news/coronavirus-leads-to-sales-spike-of-plague-inc-a-game-about-pandemics/,"Coronavirus leads to sales spike of Plague Inc., a game about ...",2020-01-24 00:00:00
Plague Inc.,6538,https://www.cnet.com/news/coronavirus-leads-to-sales-spike-of-plague-inc-a-game-about-pandemics/,"Coronavirus leads to sales spike of Plague Inc., a game about ...",2020-01-24 00:00:00
Hoffman,6540,https://wgntv.com/2020/01/24/1st-case-of-coronavirus-confirmed-in-chicago-cdc-says/,"Chicago-area coronavirus patient in good condition, Hoffman ...",2020-01-24 00:00:00
Chicago,6540,https://wgntv.com/2020/01/24/1st-case-of-coronavirus-confirmed-in-chicago-cdc-says/,"Chicago-area coronavirus patient in good condition, Hoffman ...",2020-01-24 00:00:00
Mexico,6542,https://www.bloomberg.com/news/articles/2020-01-22/mexican-authorities-are-investigating-possible-coronavius-case,Man in Mexico Now Ill After Visiting Coronavirus Ground Zero,2020-01-22 00:00:00
New York,6545,https://www.ny1.com/nyc/all-boroughs/news/2020/01/24/new-york-coronavirus-latest,Three Patients Under Observation in New York for Possibly ...,2020-01-24 00:00:00
Canada,6546,https://www.bnnbloomberg.ca/spread-of-coronavirus-would-test-canada-s-economic-resilience-1.1378778,Spread of coronavirus would test Canada's economic resilience,2020-01-23 00:00:00
Connecticut,6547,https://www.courant.com/breaking-news/hc-br-wesleyan-coronavirus--20200125-22bzjo5i5bfxfddwqlqspedize-story.html,Connecticut student at Wesleyan University being monitored ...,2020-01-28 00:01:03
